00,CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Supervisor District,Neighborhood,Point,Source,Media URL
297,6595408,2016-12-05 07:55:03,2016-12-09 09:30:40,2016-12-09 09:30:40,Closed,Area Cleaned - advise sfpd - occupied,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 16TH ST and SOUTH VAN NESS AVE,9,Mission,"(37.7651831912165, -122.417486629712)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/58458dce3da19793c74bb976/report.jpg
298,6594250,2016-12-04 16:34:42,2016-12-04 19:57:22,2016-12-04 19:57:22,Closed,Case is a Duplicate -,311 Supervisor Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2030 BRYANT ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.76135040715, -122.410148723988)",Open311,
299,6594022,2016-12-04 15:12:49,2016-12-09 00:26:58,2016-12-09 00:26:58,Closed,Area Cleaned - 10-98,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1905 MISSION ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.766565819231, -122.419762809098)",Open311,
300,6593704,2016-12-04 13:26:04,2016-12-10 00:27:30,2016-12-10 00:27:30,Closed,Area Cleaned - 08:15AM SFPD Dispatcher 183  (HOLD 4 minutes) CAD# 163410790,DPW - Bureau of Street Environmental Services - G,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"3175 18TH ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.762010768412, -122.414500735753)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584489df3da19793c74ba49e/report.jpg
301,6593691,2016-12-04 13:22:42,2016-12-04 14:38:38,2016-12-04 14:38:38,Closed,Case is Invalid -,311 Supervisor Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of ENTERPRISE ST and FOLSOM ST,9,Mission,"(37.7647053193971, -122.415250771618)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584489173da19793c74ba43c/report.jpg
302,6593606,2016-12-04 12:44:59,2016-12-08 00:27:37,2016-12-08 00:27:37,Closed,Area Cleaned - 1:26PM SFPD Dispatcher 8 CAD # 163391883,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of ENTERPRISE ST and FOLSOM ST,9,Mission,"(37.7647053193971, -122.415250771618)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584480413da19793c74ba327/report.jpg
303,6593599,2016-12-04 12:42:42,2016-12-08 00:27:31,2016-12-08 00:27:31,Closed,Area Cleaned - 1:26PM SFPD Dispatcher 8 CAD # 163391904,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"240 SHOTWELL ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.764751154394, -122.416438535593)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/58447fbb3da19793c74ba2ff/report.jpg
304,6593546,2016-12-04 12:18:39,2016-12-09 00:27:25,2016-12-09 00:27:25,Closed,Area Cleaned - done,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 16TH ST and SHOTWELL ST,9,Mission,"(37.765249409965, -122.416387642122)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/58447a143da19793c74ba20a/report.jpg
305,6593542,2016-12-04 12:17:07,2016-12-08 00:27:56,2016-12-08 00:27:56,Closed,Area Cleaned - 1:26PM SFPD Dispatcher 8 CAD # 163391904,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"240 SHOTWELL ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.764751154394, -122.416438535593)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584479b73da19793c74ba1f2/report.jpg
306,6593494,2016-12-04 12:04:35,2016-12-08 00:28:06,2016-12-08 00:28:06,Closed,Area Cleaned - 1:26PM SFPD Dispatcher 8 CAD # 163391915.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2719 16TH ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765365882843, -122.413546473062)",Open311,
307,6592908,2016-12-04 07:45:38,2016-12-08 08:25:12,2016-12-08 08:25:12,Closed,Area Cleaned - advise sfpd - occupied,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"580 YORK ST, SAN FRANCISCO, CA, 94110",10,Mission,"(37.762111439113, -122.409379734077)",Open311,
308,6592502,2016-12-03 20:57:22,2016-12-08 07:20:07,2016-12-08 07:20:07,Closed,Area Cleaned - Called SFPD for Homeless Assistance 415-553-0123 CAD # 1631,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 18TH ST and FLORIDA ST,9,Mission,"(37.7617009755953, -122.411090102877)",Open311,
309,6592449,2016-12-03 20:20:15,2016-12-07 21:25:07,2016-12-07 21:25:07,Closed,Area Cleaned - ADVISE SFPD - OCCUPIED,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"580 YORK ST, SAN FRANCISCO, CA, 94110",10,Mission,"(37.762111439113, -122.409379734077)",Open311,
310,6591973,2016-12-03 16:10:21,2016-12-12 01:13:00,2016-12-12 01:13:00,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 15TH ST and SHOTWELL ST,9,Mission,"(37.7668713217817, -122.416548520311)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/58435ee53da19793c74b8ec4/report.jpg
311,6591941,2016-12-03 16:04:38,2016-12-06 20:25:52,2016-12-06 20:25:52,Closed,Area Cleaned - 10-98,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"50 14TH ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.768695167542, -122.414687914668)",Web Self Service,
312,6591481,2016-12-03 13:44:59,2016-12-08 11:30:21,2016-12-08 11:30:21,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1875 MISSION ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.767092538129, -122.419684297046)",Open311,
313,6591433,2016-12-03 13:32:32,2016-12-08 11:30:20,2016-12-08 11:30:20,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1880 MISSION ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.767159874561, -122.420032495993)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584339ea3da19793c74b87b8/report.jpg
314,6591233,2016-12-03 12:28:49,2016-12-11 00:29:46,2016-12-11 00:29:46,Closed,Area Cleaned - sfpd advised- brushed up,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of CESAR CHAVEZ ON RAMP and HAMPSHIRE ST,9,Mission,"(37.748957298479, -122.40648746343)",Open311,
315,6590783,2016-12-03 09:52:10,2016-12-12 01:13:06,2016-12-12 01:13:06,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 18TH ST and HAMPSHIRE ST,10,Mission,"(37.761875752531, -122.40818641851)",Open311,
316,6590782,2016-12-03 09:51:46,2016-12-12 01:04:16,2016-12-12 01:04:16,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of SOUTH VAN NESS AVE and 26TH ST,9,Mission,"(37.7491721206718, -122.415954626097)",Voice In,
317,6590703,2016-12-03 09:25:36,2016-12-12 01:13:07,2016-12-12 01:13:07,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2603 18TH ST, SAN FRANCISCO, CA, 94110",10,Mission,"(37.761726402652, -122.408617474155)",Open311,
318,6590672,2016-12-03 09:16:32,2016-12-12 01:04:20,2016-12-12 01:04:20,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of SOUTH VAN NESS AVE and 26TH ST,9,Mission,"(37.7491721206718, -122.415954626097)",Voice In,
319,6590634,2016-12-03 09:05:27,2016-12-12 01:04:22,2016-12-12 01:04:22,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"612 ALABAMA ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.760902390379, -122.412172459157)",Web Self Service,
320,6590411,2016-12-03 07:58:10,2016-12-07 00:27:56,2016-12-07 00:27:56,Closed,Area Cleaned - DPW does not move homeless encampments...Advised SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1752 MISSION ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.769088487815, -122.420373496655)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5842eb8c3da18eff3dab2583/report.jpg
321,6590379,2016-12-03 07:41:58,2016-12-04 15:40:21,2016-12-04 15:40:21,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of BRYANT ST and 17TH ST,10,Mission,"(37.7643099589813, -122.410363805924)",Voice In,
322,6590373,2016-12-03 07:39:57,2016-12-12 01:13:09,2016-12-12 01:13:09,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of BRYANT ST and 18TH ST,9,Mission,"(37.7617593060454, -122.410118289843)",Voice In,
323,6589994,2016-12-02 21:29:01,2016-12-07 10:40:26,2016-12-07 10:40:26,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"490 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765511320074, -122.417678769023)",Open311,
324,6589804,2016-12-02 19:11:23,2016-12-02 20:07:21,2016-12-02 20:07:21,Closed,Case is a Duplicate -,311 Supervisor Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 15TH ST and NATOMA ST,9,Mission,"(37.7667595744781, -122.418402776711)",Voice In,
325,6589391,2016-12-02 16:39:01,2016-12-04 15:40:20,2016-12-04 15:40:20,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 17TH ST and BRYANT ST,10,Mission,"(37.7643099589813, -122.410363805924)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584214153da18eff3dab1c92/photo_20161202_163715.jpg
326,6589278,2016-12-02 16:11:30,2016-12-06 00:25:34,2016-12-06 00:25:34,Closed,Area Cleaned - informed people to vacate; waited for police.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of HARRISON ST and 25TH ST,9,Mission,"(37.7510339312652, -122.411746342963)",Voice In,
327,6589084,2016-12-02 15:29:47,2016-12-06 07:40:04,2016-12-06 07:40:04,Closed,Case Transferred - need crew an packer truck,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of FLORIDA ST and MARIPOSA ST,9,Mission,"(37.7629728271067, -122.41120690382)",Voice In,
328,6588197,2016-12-02 12:38:44,2016-12-05 19:25:31,2016-12-05 19:25:31,Closed,Area Cleaned - advise sfpd - occupied,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 18TH ST and HARRISON ST,9,Mission,"(37.7615985757266, -122.412779778571)",Open311,
329,6588184,2016-12-02 12:34:03,2016-12-02 16:25:22,2016-12-02 16:25:22,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 17TH ST and BRYANT ST,10,Mission,"(37.7643099589813, -122.410363805924)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5841daad3da18eff3dab1415/photo_20161202_123255.jpg
330,6587814,2016-12-02 11:10:33,2016-12-06 12:15:20,2016-12-06 12:15:20,Closed,Area Cleaned - ADVISE SFPD - OCCUPIED,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 14TH ST and TRAINOR ST,9,Mission,"(37.7686021036354, -122.414540135493)",Open311,
331,6587812,2016-12-02 11:08:48,2016-12-06 12:15:22,2016-12-06 12:15:22,Closed,Area Cleaned - advised l/p sent cmms,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of DIVISION ST and FLORIDA ST,9,Mission,"(37.7686928417827, -122.411758944213)",Open311,
332,6587802,2016-12-02 11:07:35,2016-12-08 11:30:19,2016-12-08 11:30:19,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"21 FLORIDA ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.768596761967, -122.411680168992)",Open311,
333,6587319,2016-12-02 09:29:11,2016-12-06 00:25:53,2016-12-06 00:25:53,Closed,Area Cleaned - informed people to vacate; waited for police.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2953 HARRISON ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.75023680852, -122.411488470541)",Open311,
334,6587034,2016-12-02 08:44:28,,2016-12-02 08:44:28,Open,open,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 15TH ST and JULIAN AVE,9,Mission,"(37.7665993360598, -122.421056485527)",Open311,
335,6586969,2016-12-02 08:32:44,2016-12-06 00:26:01,2016-12-06 00:26:01,Closed,Area Cleaned - DPW does not move homeless encampments,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"145 FLORIDA ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.767541708583, -122.411595682496)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5841a2193da18eff3dab09bf/report.jpg
336,6586924,2016-12-02 08:20:03,2016-12-06 09:15:45,2016-12-06 09:15:45,Closed,Area Cleaned - ADVISE SFPD - OCCUPIED,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2719 16TH ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765365882843, -122.413546473062)",Open311,
337,6586831,2016-12-02 07:50:55,2016-12-02 16:55:06,2016-12-02 16:55:06,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of SHOTWELL ST and 19TH ST,9,Mission,"(37.7604332780234, -122.415928819083)",Voice In,
338,6586307,2016-12-01 21:43:24,2016-12-06 00:26:09,2016-12-06 00:26:09,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1855 MISSION ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.76744889743, -122.419718418085)",Open311,
339,6586228,2016-12-01 20:40:53,2016-12-07 00:28:41,2016-12-07 00:28:41,Closed,Area Cleaned - 10-98,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 18TH ST and TREAT AVE,9,Mission,"(37.7621575749866, -122.414031841476)",Open311,
340,6586090,2016-12-01 18:48:54,2016-12-05 19:25:30,2016-12-05 19:25:30,Closed,Area Cleaned - ADVISE SFPD - OCCUPIED,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 16TH ST and SHOTWELL ST,9,Mission,"(37.765249409965, -122.416387642122)",Open311,
341,6586087,2016-12-01 18:47:32,2016-12-05 19:25:36,2016-12-05 19:25:36,Closed,Area Cleaned - advise sfpd - occupied,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2300 HARRISON ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.760290293211, -122.413200215202)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5840e0b33da18eff3daafd1d/report.jpg
342,6586030,2016-12-01 18:05:06,2016-12-05 19:25:29,2016-12-05 19:25:29,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1880 MISSION ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.767159874561, -122.420032495993)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5840d6c53da18eff3daafc9f/report.jpg
343,6585539,2016-12-01 15:45:26,2016-12-08 11:45:20,2016-12-08 11:45:20,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2740 16TH ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765447363043, -122.414021872148)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5840b60a3da18eff3daaf8a5/report.jpg
344,6585530,2016-12-01 15:43:43,2016-12-05 16:25:45,2016-12-05 16:25:45,Closed,Area Cleaned - ADVISE SFPD - OCCUPIED,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1500 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94110",9,Mission,"(37.7489895689, -122.416097672246)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5840b5a03da18eff3daaf88a/report.jpg
345,6585392,2016-12-01 15:18:22,2016-12-06 00:25:49,2016-12-06 00:25:49,Closed,Area Cleaned - informed people to vacate; waited for police.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2931 HARRISON ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.75058010525, -122.411521421261)",Open311,
346,6585327,2016-12-01 15:03:34,2016-12-06 07:40:10,2016-12-06 07:40:10,Closed,Case Transferred - need crew an packer truck,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"450 FLORIDA ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.763582338878, -122.411750692119)",Voice In,
347,6585179,2016-12-01 14:38:12,2016-12-02 16:25:28,2016-12-02 16:25:28,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 17TH ST and BRYANT ST,10,Mission,"(37.7643099589813, -122.410363805924)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5840a6473da18eff3daaf519/photo_20161201_143725.jpg
348,6584940,2016-12-01 14:01:41,2016-12-08 11:30:20,2016-12-08 11:30:20,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1863 MISSION ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.767249811484, -122.419699355551)",Voice In,
349,6584658,2016-12-01 13:06:14,2016-12-05 00:26:17,2016-12-05 00:26:17,Closed,Area Cleaned - 1:15PM SFPD Dispatcher 11 (HOLD 1 minutes) CAD# 61913,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 19TH ST and HARRISON ST,9,Mission,"(37.7603237504559, -122.412643154322)",Open311,
350,6584626,2016-12-01 12:59:30,2016-12-05 14:20:43,2016-12-05 14:20:43,Closed,Area Cleaned - Advise sfpd - occupied again,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1970 HARRISON ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.766061583137, -122.413233132411)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/58408f273da18eff3daaf104/report.jpg
351,6584508,2016-12-01 12:34:35,2016-12-12 01:04:32,2016-12-12 01:04:32,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"285 SAN JOSE AVE, SAN FRANCISCO, CA, 94110",8,Mission,"(37.750794763493, -122.421316338094)",Open311,
352,6584072,2016-12-01 11:13:16,2016-12-05 12:20:41,2016-12-05 12:20:41,Closed,Area Cleaned - Assign to Liter Patrol. Sent through the blue button to CMMS.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1884 FOLSOM ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.767211241056, -122.415686804856)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5840763f3da18eff3daaecb1/report.jpg
353,6583660,2016-12-01 09:56:47,2016-12-05 00:26:37,2016-12-05 00:26:37,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 16TH ST and SHOTWELL ST,9,Mission,"(37.765249409965, -122.416387642122)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584064523da18eff3daae81a/photo_20161201_095638.jpg
354,6583397,2016-12-01 09:22:51,2016-12-06 00:26:20,2016-12-06 00:26:20,Closed,Area Cleaned - informed people to vacate; waited for police.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 25TH ST and HARRISON ST,9,Mission,"(37.7510339312652, -122.411746342963)",Open311,
355,6583210,2016-12-01 08:56:02,2016-12-05 00:26:43,2016-12-05 00:26:43,Closed,Area Cleaned - 09:05AM SFPD Dispatcher 36 (HOLD 3 minutes) CAD# 163361024,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"64 RONDEL PL, SAN FRANCISCO, CA, 94110",9,Mission,"(37.763958294669, -122.421208261016)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584056153da18eff3daae13c/report.jpg
356,6582863,2016-12-01 07:38:57,2016-12-05 00:26:28,2016-12-05 00:26:28,Closed,Area Cleaned - 08:53AM SFPD Dispatcher 188 (HOLD 1 minutes) CAD# 163360971,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 16TH ST and HARRISON ST,9,Mission,"(37.7654474943791, -122.413105187419)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584044063da18eff3daaddfa/report.jpg
357,6582800,2016-12-01 07:06:45,2016-12-05 00:26:55,2016-12-05 00:26:55,Closed,Area Cleaned - 7:18AM SFPD Dispatcher 183 CAD# 163360666,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"260 SHOTWELL ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.764267656588, -122.416359464958)",Open311,
358,6582784,2016-12-01 06:58:26,2016-12-07 10:40:25,2016-12-07 10:40:25,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"490 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765511320074, -122.417678769023)",Open311,
359,6582597,2016-12-01 01:23:21,2016-12-06 00:26:22,2016-12-06 00:26:22,Closed,Area Cleaned - informed people to vacate; waited for police.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2953 HARRISON ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.75023680852, -122.411488470541)",Open311,
360,6582542,2016-11-30 23:54:00,2016-12-05 00:26:58,2016-12-05 00:26:58,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"170 SHOTWELL ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765715148828, -122.416572559083)",Open311,
361,6581642,2016-11-30 16:07:08,2016-12-01 13:55:07,2016-12-01 13:55:07,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"445 HAMPSHIRE ST, SAN FRANCISCO, CA, 94110",10,Mission,"(37.763737166752, -122.408183122791)",Voice In,
362,6580129,2016-11-30 11:16:46,2016-12-08 13:15:24,2016-12-08 13:15:24,Closed,Area Cleaned - cleaned around,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 15TH ST and FLORIDA ST,9,Mission,"(37.766841299404, -122.411580146314)",Voice In,
363,6579714,2016-11-30 10:08:08,2016-12-03 16:25:19,2016-12-03 16:25:19,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of ERIE ST and FOLSOM ST,9,Mission,"(37.7693620775268, -122.415611343468)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/583f157c3da18eff3daac135/report.jpg
364,6579135,2016-11-30 08:31:32,2016-12-12 01:13:29,2016-12-12 01:13:29,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"260 SHOTWELL ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.764267656588, -122.416359464958)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/583efed93da18eff3daabd9d/report.jpg
365,6579080,2016-11-30 08:23:12,2016-12-08 14:15:55,2016-12-08 14:15:55,Closed,Area Cleaned - we do not move people call for police,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"447 VALENCIA ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765845873443, -122.421756001196)",Voice In,
366,6578783,2016-11-30 07:03:27,2016-12-04 00:27:24,2016-12-04 00:27:24,Closed,Area Cleaned - 7:39AM SFPD Dispatcher 8 CAD# 163350645,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 19TH ST and HARRISON ST,9,Mission,"(37.7603237504559, -122.412643154322)",Open311,
367,6578436,2016-11-29 21:44:43,2016-12-04 00:27:37,2016-12-04 00:27:37,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"445 HAMPSHIRE ST, SAN FRANCISCO, CA, 94110",10,Mission,"(37.763737166752, -122.408183122791)",Open311,
368,6578305,2016-11-29 20:10:10,2016-12-08 14:16:23,2016-12-08 14:16:23,Closed,Area Cleaned - we do not move people call for police,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of SPARROW ST and VALENCIA ST,8,Mission,"(37.7657206316265, -122.421964221595)",Voice In,
369,6577803,2016-11-29 16:36:28,2016-12-03 09:25:48,2016-12-03 09:25:48,Closed,Area Cleaned - Contacted SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of DIVISION ST and POTRERO AVE,6,Mission,"(37.769243953611, -122.408007171216)",Voice In,
370,6577799,2016-11-29 16:35:34,2016-12-12 01:13:30,2016-12-12 01:13:30,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 17TH ST and FOLSOM ST,9,Mission,"(37.7636968300285, -122.415155221016)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/583e1ecc3da18eff3daaad00/report.jpg
371,6577753,2016-11-29 16:25:30,2016-12-03 15:55:08,2016-12-03 15:55:08,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 17TH ST and ALABAMA ST,9,Mission,"(37.7641932415638, -122.412293308964)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/583e1c6d3da18eff3daaaca8/report.jpg
